sentence_id,source_file,product_id,category,brand,product_name,rating,review_date,original_sentence,translated_sentence,emoji,emoji_sentiment,aspect_keywords,clean_sentence,relevant,text_sentiment,final_sentiment,normalized_sentence,translation_source,emoji_unique,emoji_count,emoji_unique_count,emoji_meaning,emoji_summary,emoji_category,emoji_category_unique,emoji_score,emoji_intensity,relevance_status,relevance_reason,stopword_sentence,token_before,token_after,removed_tokens,primary_aspect,aspect_count,aspect_source,aspect_match_keyword,lemma_sentence,google_translation,text_score,final_score
28,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2024-08-25,Has been consuming this energy gel for long run since last year,has been consuming this energy gel for long run since last year,[],neutral,['effectiveness'],has been consuming this energy gel for long run since last year,,neutral,neutral,Has been consuming this energy gel for long run since last year,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,consuming energy gel long run since last year,12,8,4,effectiveness,1,{'effectiveness': 'keyword'},"{'effectiveness': ['energy', 'run']}",consume energy gel long run since last year,,0.0,0.0
29,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2024-08-25,"I think energy gel of another brand works for me better since i have a chance to compare them on a back to back long run, cos i felt the sustained energy and sustain pace during a 15km run","i think energy gel of another brand works for me better since i have a chance to compare them on a back to back long run, cos i felt the sustained energy and sustain pace during a 15km run",[],neutral,['effectiveness'],"i think energy gel of another brand works for me better since i have a chance to compare them on a back to back long run, cos i felt the sustained energy and sustain pace during a 15km run",,positive,positive,"I think energy gel of another brand works for me better since i have a chance to compare them on a back to back long run, cos i felt the sustained energy and sustain pace during a 15km run",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"think energy gel another brand works better since chance compare back long run, cos felt sustained energy sustain pace km run",39,21,18,effectiveness,1,{'effectiveness': 'keyword'},"{'effectiveness': ['energy', 'run']}","think energy gel another brand work well since chance compare back long run, co felt sustained energy sustain pace km run",,0.7634763717651367,0.6107810974121094
30,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-08-13,"Good packaging, product expiry mostly until 2026 only 1 product expire in Dec 2025, still good to go","good packaging, product expiry mostly until 2026 only 1 product expire in dec 2025, still good to go",[],neutral,"['packaging', 'expiry']","good packaging, product expiry mostly until 2026 only 1 product expire in dec 2025, still good to go",,positive,positive,"Good packaging, product expiry mostly until 2026 only 1 product expire in Dec 2025, still good to go",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"good packaging, product expiry mostly product expire dec, still good go",18,11,7,packaging,2,"{'packaging': 'keyword', 'expiry': 'keyword'}","{'packaging': ['packaging'], 'expiry': ['expire', 'expiry']}","good packaging, product expiry mostly product expire dec, still good go",,0.9401484727859497,0.7521187782287598
32,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-06-10,Item well received,item well received,[],neutral,['packaging'],item well received,,positive,positive,Item well received,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,item well received,3,3,0,packaging,1,{'packaging': 'keyword'},{'packaging': ['well']},item well receive,,0.791018545627594,0.6328148365020753
34,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-06-10,So far so good,so far so good,[],neutral,[],so far so good,,positive,positive,So far so good,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,far good,4,2,2,,0,{},{},far good,,0.9565063118934631,0.7652050495147705
35,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-06-10,Highly recommended,highly recommended,[],neutral,[],highly recommended,,positive,positive,Highly recommended,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,highly recommended,2,2,0,,0,{},{},highly recommended,,0.9388003945350647,0.7510403156280518
36,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-12-24,Quality: excellent,quality: excellent,[],neutral,['quality'],quality: excellent,,positive,positive,Quality: excellent,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,quality: excellent,2,2,0,quality,1,{'quality': 'explicit'},{'quality': ['quality:']},quality: excellent,,0.9630628824234009,0.7704503059387208
37,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-12-24,Effectiveness: okay,effectiveness: okay,[],neutral,['effectiveness'],effectiveness: okay,,neutral,neutral,Effectiveness: okay,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: okay,2,2,0,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: okay,,0.0,0.0
38,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-12-24,"Tastes too sweet to my liking, otherwise, acceptable energy gel","tastes too sweet to my liking, otherwise, acceptable energy gel",[],neutral,"['effectiveness', 'taste']","tastes too sweet to my liking, otherwise, acceptable energy gel",,negative,negative,"Tastes too sweet to my liking, otherwise, acceptable energy gel",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"tastes too sweet liking, otherwise, acceptable energy gel",10,8,2,effectiveness,2,"{'effectiveness': 'keyword', 'taste': 'keyword'}","{'effectiveness': ['energy'], 'taste': ['sweet', 'tastes']}","taste too sweet liking, otherwise, acceptable energy gel",,-0.6120438575744629,-0.48963508605957035
39,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-07-31,Effectiveness: Superstar,effectiveness: superstar,[],neutral,['effectiveness'],effectiveness: superstar,,neutral,neutral,Effectiveness: Superstar,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: superstar,2,2,0,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: superstar,,0.0,0.0
40,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-07-31,Quality: Superstar,quality: superstar,[],neutral,['quality'],quality: superstar,,positive,positive,Quality: Superstar,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,quality: superstar,2,2,0,quality,1,{'quality': 'explicit'},{'quality': ['quality:']},quality: superstar,,0.7399760484695435,0.5919808387756348
45,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-05-10,Setakat ni belum cuba lagi,haven't tried it yet,[],neutral,[],haven't tried it yet,,neutral,neutral,Setakat ni belum cuba lagi,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,haven't tried yet,4,3,1,,0,{},{},haven't try yet,,0.0,0.0
46,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-05-10,Hopefully akan bg energy,hopefully it will provide energy,[],neutral,['effectiveness'],hopefully it will provide energy,,positive,positive,Hopefully akan bg energy,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,hopefully provide energy,5,3,2,effectiveness,1,{'effectiveness': 'keyword'},{'effectiveness': ['energy']},hopefully provide energy,,0.8947461843490601,0.715796947479248
47,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-06-20,Wajib ade utk join HM FM,it's a must to join hm fm,[],neutral,[],it's a must to join hm fm,,positive,positive,Wajib ade untuk join HM FM,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,must join hm fm,7,4,3,,0,{},{},must join hm fm,,0.6279733180999756,0.5023786544799805
50,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2024-10-09,Effectiveness: Excellant for long run,effectiveness: excellant for long run,[],neutral,['effectiveness'],effectiveness: excellant for long run,,positive,positive,Effectiveness: Excellant for long run,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: excellant long run,5,4,1,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: excellant long run,,0.9394136667251587,0.751530933380127
51,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2024-10-09,Quality: Very Good,quality: very good,[],neutral,['quality'],quality: very good,,positive,positive,Quality: Very Good,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,quality: very good,3,3,0,quality,1,{'quality': 'explicit'},{'quality': ['quality:']},quality: very good,,0.9663909673690796,0.7731127738952637
54,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-08-02,Good product 👍👍👍,good product 👍👍👍,"['👍', '👍', '👍']",positive,[],good product,,positive,positive,Good product 👍👍👍,google,['👍'],3,1,"['approval', 'approval', 'approval']",['approval'],"['positive', 'positive', 'positive']",['positive'],0.5221143473570651,medium,relevant,General Product Review,good product,2,2,0,,0,{},{},good product,,0.975238561630249,0.8846137187756122
55,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-06-21,Effectiveness: first time bought,effectiveness: first time bought,[],neutral,['effectiveness'],effectiveness: first time bought,,neutral,neutral,Effectiveness: first time bought,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: first time bought,4,4,0,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: first time buy,,0.0,0.0
56,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-06-21,Quality: received in a good condition,quality: received in a good condition,[],neutral,['quality'],quality: received in a good condition,,positive,positive,Quality: received in a good condition,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,quality: received good condition,6,4,2,quality,1,{'quality': 'explicit'},{'quality': ['quality:']},quality: receive good condition,,0.8511282801628113,0.680902624130249
57,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-06-21,Buy few to test it out,buy few to test it out,[],neutral,[],buy few to test it out,,neutral,neutral,Buy few to test it out,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,buy test,6,2,4,,0,{},{},buy test,,0.0,0.0
58,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-06-20,Effectiveness: i feel good for me with cafane boost,effectiveness: i feel good for me with cafane boost,[],neutral,['effectiveness'],effectiveness: i feel good for me with cafane boost,,positive,positive,Effectiveness: i feel good for me with cafane boost,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: feel good cafane boost,9,5,4,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: feel good cafane boost,,0.9647952318191528,0.7718361854553223
60,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-05-29,Effectiveness: Berefektif,effectiveness: effective,[],neutral,['effectiveness'],effectiveness: effective,,neutral,neutral,Effectiveness: Berefektif,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: effective,2,2,0,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: effective,,0.0,0.0
61,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-05-29,Quality: Berkualiti,quality: quality,[],neutral,['quality'],quality: quality,,neutral,neutral,Quality: Berkualiti,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,quality: quality,2,2,0,quality,1,{'quality': 'explicit'},{'quality': ['quality:']},quality: quality,,0.0,0.0
62,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-05-29,"Sebelum ambil pace 9, Selepas ambil pace 8:45, menginzalkan","before taking a pace of 9, after taking a pace of 8:45, instaling",[],neutral,[],"before taking a pace of 9, after taking a pace of 8:45, instaling",,neutral,neutral,"Sebelum ambil pace 9, Selepas ambil pace 8:45, menginzalkan",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"taking pace, taking pace:, instaling",13,5,8,,0,{},{},"take pace, take pace:, instal",,0.0,0.0
63,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-05-29,Rekomen👍,recommended👍,['👍'],positive,[],recommended,,positive,positive,recommended👍,google,['👍'],1,1,['approval'],['approval'],['positive'],['positive'],0.5221143473570651,medium,emoji_review,Emoji Review,recommended,1,1,0,,0,{},{},recommend,,0.917914867401123,0.8387547633923115
64,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-06-11,Effectiveness: quite good,effectiveness: quite good,[],neutral,['effectiveness'],effectiveness: quite good,,positive,positive,Effectiveness: quite good,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: quite good,3,3,0,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: quite good,,0.9433281421661377,0.7546625137329102
65,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-06-11,Quality: not bad,quality: not bad,[],neutral,['quality'],quality: not bad,,positive,positive,Quality: not bad,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,quality: not bad,3,3,0,quality,1,{'quality': 'explicit'},{'quality': ['quality:']},quality: not bad,,0.6536864042282104,0.5229491233825684
66,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2026-06-11,"I have tried tasted not so sweet ,easy to take as its in liquid form","i have tried tasted not so sweet ,easy to take as its in liquid form",[],neutral,['taste'],"i have tried tasted not so sweet ,easy to take as its in liquid form",,neutral,neutral,"I have tried tasted not so sweet ,easy to take as its in liquid form",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"tried tasted not sweet, easy take liquid form",15,8,7,taste,1,{'taste': 'keyword'},{'taste': ['sweet']},"try taste not sweet, easy take liquid form",,0.0,0.0
