sentence_id,source_file,product_id,category,brand,product_name,rating,review_date,original_sentence,translated_sentence,emoji,emoji_sentiment,aspect_keywords,clean_sentence,relevant,text_sentiment,final_sentiment,normalized_sentence,translation_source,emoji_unique,emoji_count,emoji_unique_count,emoji_meaning,emoji_summary,emoji_category,emoji_category_unique,emoji_score,emoji_intensity,relevance_status,relevance_reason,stopword_sentence,token_before,token_after,removed_tokens,primary_aspect,aspect_count,aspect_source,aspect_match_keyword,lemma_sentence,google_translation,text_score,final_score
18,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-10-04,Good quality,Good quality,[],neutral,['quality'],good quality,,positive,positive,Good quality,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,good quality,2,2,0,quality,1,{'quality': 'keyword'},{'quality': ['quality']},good quality,,0.77996426820755,0.6239714145660401
19,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-10-04,Long expiry date,Long expiry date,[],neutral,['expiry'],long expiry date,,neutral,neutral,Long expiry date,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,long expiry date,3,3,0,expiry,1,{'expiry': 'keyword'},{'expiry': ['expiry']},long expiry date,,0.0,0.0
20,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-10-04,Tastes quite sweet,Tastes quite sweet,[],neutral,['taste'],tastes quite sweet,,positive,positive,Tastes quite sweet,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,tastes quite sweet,3,3,0,taste,1,{'taste': 'keyword'},"{'taste': ['sweet', 'tastes']}",taste quite sweet,,0.9370449185371399,0.7496359348297119
21,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-10-04,Recommend to drink before or after activity,recommended to drink before or after activity,[],neutral,[],recommended to drink before or after activity,,neutral,neutral,recommended to drink before or after activity,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,recommended drink activity,7,3,4,,0,{},{},recommended drink activity,,0.0,0.0
22,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-08-06,Quality: as expected,Quality: as expected,[],neutral,['quality'],quality: as expected,,neutral,neutral,Quality: as expected,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,quality: expected,3,2,1,quality,1,{'quality': 'explicit'},{'quality': ['quality:']},quality: expect,,0.0,0.0
23,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-08-06,Effectiveness: as expected,Effectiveness: as expected,[],neutral,['effectiveness'],effectiveness: as expected,,neutral,neutral,Effectiveness: as expected,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: expected,3,2,1,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: expect,,0.0,0.0
24,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-08-06,"Delivery fast with good packing, overall within expectations","Delivery fast with good packing, overall within expectations",[],neutral,['delivery'],"delivery fast with good packing, overall within expectations",,positive,positive,"Delivery fast with good packing, overall within expectations",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"delivery fast good packing, overall expectations",8,6,2,delivery,1,{'delivery': 'keyword'},"{'delivery': ['delivery', 'fast']}","delivery fast good packing, overall expectation",,0.9527616500854492,0.7622093200683594
25,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2024-08-25,Quality: good,Quality: good,[],neutral,['quality'],quality: good,,positive,positive,Quality: good,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,quality: good,2,2,0,quality,1,{'quality': 'explicit'},{'quality': ['quality:']},quality: good,,0.902062177658081,0.7216497421264649
26,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2024-08-25,Effectiveness: good,Effectiveness: good,[],neutral,['effectiveness'],effectiveness: good,,positive,positive,Effectiveness: good,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: good,2,2,0,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: good,,0.8768972754478455,0.7015178203582764
27,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2024-08-25,Fast delivery,Fast delivery,[],neutral,['delivery'],fast delivery,,positive,positive,Fast delivery,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,fast delivery,2,2,0,delivery,1,{'delivery': 'keyword'},"{'delivery': ['delivery', 'fast']}",fast delivery,,0.8433142304420471,0.6746513843536377
28,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2024-08-25,Has been consuming this energy gel for long run since last year,Has been consuming this energy gel for long run since last year,[],neutral,['effectiveness'],has been consuming this energy gel for long run since last year,,neutral,neutral,Has been consuming this energy gel for long run since last year,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,consuming energy gel long run since last year,12,8,4,effectiveness,1,{'effectiveness': 'keyword'},"{'effectiveness': ['energy', 'run']}",consume energy gel long run since last year,,0.0,0.0
29,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2024-08-25,"I think energy gel of another brand works for me better since i have a chance to compare them on a back to back long run, cos i felt the sustained energy and sustain pace during a 15km run","I think energy gel of another brand works for me better since i have a chance to compare them on a back to back long run, cos i felt the sustained energy and sustain pace during a 15km run",[],neutral,['effectiveness'],"i think energy gel of another brand works for me better since i have a chance to compare them on a back to back long run, cos i felt the sustained energy and sustain pace during a 15km run",,positive,positive,"I think energy gel of another brand works for me better since i have a chance to compare them on a back to back long run, cos i felt the sustained energy and sustain pace during a 15km run",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"think energy gel another brand works better since chance compare back long run, cos felt sustained energy sustain pace km run",39,21,18,effectiveness,1,{'effectiveness': 'keyword'},"{'effectiveness': ['energy', 'run']}","think energy gel another brand work well since chance compare back long run, co felt sustained energy sustain pace km run",,0.7634763717651367,0.6107810974121094
30,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-08-13,"Good packaging, product expiry mostly until 2026 only 1 product expire in Dec 2025, still good to go","Good packaging, product expiry mostly until 2026 only 1 product expire in Dec 2025, still good to go",[],neutral,"['packaging', 'expiry']","good packaging, product expiry mostly until 2026 only 1 product expire in dec 2025, still good to go",,positive,positive,"Good packaging, product expiry mostly until 2026 only 1 product expire in Dec 2025, still good to go",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"good packaging, product expiry mostly product expire dec, still good go",18,11,7,packaging,2,"{'packaging': 'keyword', 'expiry': 'keyword'}","{'packaging': ['packaging'], 'expiry': ['expire', 'expiry']}","good packaging, product expiry mostly product expire dec, still good go",,0.9401484727859497,0.7521187782287598
31,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-08-13,Only the delivery got delayed by 1 day,Only the delivery got delayed by 1 day,[],neutral,['delivery'],only the delivery got delayed by 1 day,,negative,negative,Only the delivery got delayed by 1 day,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,delivery got delayed day,8,4,4,delivery,1,{'delivery': 'keyword'},"{'delivery': ['delayed', 'delivery']}",delivery get delay day,,-0.6648289561271667,-0.5318631649017335
32,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-06-10,Item well received,Item well received,[],neutral,['packaging'],item well received,,positive,positive,Item well received,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,item well received,3,3,0,packaging,1,{'packaging': 'keyword'},{'packaging': ['well']},item well receive,,0.791018545627594,0.6328148365020753
33,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-06-10,First time purchased from the seller,First time purchased from the seller,[],neutral,['seller'],first time purchased from the seller,,neutral,neutral,First time purchased from the seller,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,first time purchased seller,6,4,2,seller,1,{'seller': 'keyword'},{'seller': ['seller']},first time purchase seller,,0.0,0.0
34,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-06-10,So far so good,So far so good,[],neutral,[],so far so good,,positive,positive,So far so good,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,far good,4,2,2,,0,{},{},far good,,0.9565063118934631,0.7652050495147705
35,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-06-10,Highly recommended,Highly recommended,[],neutral,[],highly recommended,,positive,positive,Highly recommended,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,highly recommended,2,2,0,,0,{},{},highly recommended,,0.9388003945350647,0.7510403156280518
36,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-12-24,Quality: excellent,Quality: excellent,[],neutral,['quality'],quality: excellent,,positive,positive,Quality: excellent,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,quality: excellent,2,2,0,quality,1,{'quality': 'explicit'},{'quality': ['quality:']},quality: excellent,,0.9630628824234009,0.7704503059387208
37,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-12-24,Effectiveness: okay,Effectiveness: okay,[],neutral,['effectiveness'],effectiveness: okay,,neutral,neutral,Effectiveness: okay,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: okay,2,2,0,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: okay,,0.0,0.0
38,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-12-24,"Tastes too sweet to my liking, otherwise, acceptable energy gel","Tastes too sweet to my liking, otherwise, acceptable energy gel",[],neutral,"['effectiveness', 'taste']","tastes too sweet to my liking, otherwise, acceptable energy gel",,negative,negative,"Tastes too sweet to my liking, otherwise, acceptable energy gel",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"tastes too sweet liking, otherwise, acceptable energy gel",10,8,2,effectiveness,2,"{'effectiveness': 'keyword', 'taste': 'keyword'}","{'effectiveness': ['energy'], 'taste': ['sweet', 'tastes']}","taste too sweet liking, otherwise, acceptable energy gel",,-0.6120438575744629,-0.48963508605957035
39,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-07-31,Effectiveness: Superstar,Effectiveness: Superstar,[],neutral,['effectiveness'],effectiveness: superstar,,neutral,neutral,Effectiveness: Superstar,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,effectiveness: superstar,2,2,0,effectiveness,1,{'effectiveness': 'explicit'},{'effectiveness': ['effectiveness:']},effectiveness: superstar,,0.0,0.0
40,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-07-31,Quality: Superstar,Quality: Superstar,[],neutral,['quality'],quality: superstar,,positive,positive,Quality: Superstar,google,[],0,0,[],[],[],[],0.0,none,relevant,Product Attribute,quality: superstar,2,2,0,quality,1,{'quality': 'explicit'},{'quality': ['quality:']},quality: superstar,,0.7399760484695435,0.5919808387756348
41,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-07-31,My second purchase from the seller,My second purchase from the seller,[],neutral,['seller'],my second purchase from the seller,,neutral,neutral,My second purchase from the seller,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,second purchase seller,6,3,3,seller,1,{'seller': 'keyword'},{'seller': ['seller']},second purchase seller,,0.0,0.0
42,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-07-31,Super fast delivery 🚚 Genuine product,Super fast delivery 🚚 Genuine product,['🚚'],neutral,"['quality', 'delivery']",super fast delivery genuine product,,positive,positive,Super fast delivery 🚚 Genuine product,google,['🚚'],1,1,['delivery'],['delivery'],['neutral'],['neutral'],0.0,none,relevant,General Product Review,super fast delivery genuine product,5,5,0,quality,2,"{'quality': 'keyword', 'delivery': 'keyword'}","{'quality': ['genuine'], 'delivery': ['delivery', 'fast']}",super fast delivery genuine product,,0.9628334045410156,0.7702667236328126
43,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-05-30,"Super fast delivery, recommended & reliable seller, will buy again","Super fast delivery, recommended & reliable seller, will buy again",[],neutral,"['delivery', 'seller']","super fast delivery, recommended & reliable seller, will buy again",,positive,positive,"Super fast delivery, recommended & reliable seller, will buy again",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"super fast delivery, recommended & reliable seller, buy again",10,9,1,delivery,2,"{'delivery': 'keyword', 'seller': 'keyword'}","{'delivery': ['delivery', 'fast'], 'seller': ['seller']}","super fast delivery, recommend & reliable seller, buy again",,0.9802917242050171,0.7842333793640137
44,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-05-10,"Sampai dengan selamat, tiada masalah","Arrived safely, no problem",[],neutral,['delivery'],"arrived safely, no problem",,positive,positive,"Sampai dengan selamat, tiada masalah",google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,"arrived safely, no problem",4,4,0,delivery,1,{'delivery': 'keyword'},{'delivery': ['arrived']},"arrive safely, no problem",,0.8691595196723938,0.6953276157379151
45,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-05-10,Setakat ni belum cuba lagi,Haven't tried it yet,[],neutral,[],haven't tried it yet,,neutral,neutral,Setakat ni belum cuba lagi,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,haven't tried yet,4,3,1,,0,{},{},haven't try yet,,0.0,0.0
46,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-05-10,Hopefully akan bg energy,Hopefully it will provide energy,[],neutral,['effectiveness'],hopefully it will provide energy,,positive,positive,Hopefully akan bg energy,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,hopefully provide energy,5,3,2,effectiveness,1,{'effectiveness': 'keyword'},{'effectiveness': ['energy']},hopefully provide energy,,0.8947461843490601,0.715796947479248
47,HIGH5_Energy_Gel.json,HIGH5_Energy_Gel,Energy Gel,HIGH5,BSN Crisp Bar (1 Pcs) [Free Gift] | Shopee Malaysia,5,2025-06-20,Wajib ade utk join HM FM,It's a must to join HM FM,[],neutral,[],it's a must to join hm fm,,positive,positive,Wajib ade untuk join HM FM,google,[],0,0,[],[],[],[],0.0,none,relevant,General Product Review,must join hm fm,7,4,3,,0,{},{},must join hm fm,,0.6279733180999756,0.5023786544799805
